region,marina,company,photo_type,photo_ID,day,month,year,Unk_Mahi,M_mahi_gaffers,F_mahi_gaffers,mahi_bailers,wahoo,Tuna_Complex,Kingfish,Triggerfish ,Tilefish,Rainbow_Runner,Amberjack_Complex,Grouper_Complex,Black_Sea_Bass,Barracuda,Cobia,Bluefish,Spanish_Mackerel,Swordfish,Ribbonfish,Blackbelly_Rosefish,Marlin,Sailfish
North Carolina,Oregon Inlet Fishing Center,,Layout,41619,16,4,2019,3,,,1,,13,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,40719,7,4,2019,1,,,,,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,40619,6,4,2019,1,,,,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,50819,8,5,2019,1,1,,,1,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,50419,4,5,2019,30,,,,,6,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,50219,2,5,2019,14,,,,,6,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,43019,30,4,2019,1,,,,,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,42219,22,4,2019,1,,3,,,20,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,42119,21,4,2019,,,1,5,,3,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,51119,11,5,2019,40,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,51619,16,5,2019,45,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,51819,18,5,2019,17,1,,3,,1,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051919_1,19,5,2019,40,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052019_4,20,5,2019,45,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052019_3,20,5,2019,47,,,,,,,,19,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052019_1,20,5,2019,55,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52119,21,5,2019,7,,,,,1,,,6,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52219,22,5,2019,10,,,,,1,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52319,23,5,2019,31,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052319_1,23,5,2019,43,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052319_2,23,5,2019,6,,,,,2,19,,,,2,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052319_3,23,5,2019,47,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52819,28,5,2019,2,,,,,9,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,60519,5,6,2019,,,,41,,1,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,060519_1,5,6,2019,9,3,,,1,1,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,061219_1,12,6,2019,2,1,,,,6,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,061219_3,12,6,2019,6,,,,,4,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,061219_4,12,6,2019,37,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,061219_5,12,6,2019,,,,1,,,7,17,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,61419,14,6,2019,3,,,,,6,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,061419_1,14,6,2019,9,,,,,9,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,61919,19,6,2019,3,,,,,7,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,061919_1,19,6,2019,1,,,,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,061919_2,19,6,2019,,1,,,,2,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,061919_3,19,6,2019,,,,35,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,62119,21,6,2019,2,,,,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062219_7,22,6,2019,,,,,1,7,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062219_6,22,6,2019,,,,,2,16,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062319_8,23,6,2019,,,,1,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,62719,27,6,2019,1,,,,,20,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062719_1,27,6,2019,,,,,1,2,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,62919,29,6,2019,,,,50,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,63019,30,6,2019,10,,,50,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,063019_1,30,6,2019,1,,,48,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,063019_2,30,6,2019,6,,,34,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,70819,8,7,2019,1,,,,,14,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,071019_1,10,7,2019,1,,,,,7,,,21,,,1,3,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,071019_3,10,7,2019,,,,1,,13,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,071019_7,10,7,2019,,,,,2,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,071019_8,10,7,2019,,,,1,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,71119,11,7,2019,4,,,,1,11,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,071119_1,11,7,2019,1,,,65,,7,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,071119_2,11,7,2019,2,,,53,,1,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,071119_3,11,7,2019,7,,,1,1,13,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,71219,12,7,2019,3,2,2,,,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,071219_1,12,7,2019,3,,,,,11,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,71419,14,7,2019,,1,1,40,,1,,,14,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,071419_1,14,7,2019,,1,,1,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,71719,17,7,2019,14,,,45,,25,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,071719_1,17,7,2019,,,,60,,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,72019,20,7,2019,,,2,,,25,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,072019_1,20,7,2019,,,,3,4,3,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,072019_2,20,7,2019,2,,,,1,44,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,072019_3,20,7,2019,3,,,,2,26,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,072019_4,20,7,2019,1,,,33,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,72419,24,7,2019,1,,,,,16,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,72519,25,7,2019,,1,,,,2,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,72619,26,7,2019,1,,,35,1,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,73019,30,7,2019,1,,,,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,073019_1,30,7,2019,6,,,24,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,73119,31,7,2019,,,,40,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,80119,1,8,2019,5,1,,40,1,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,80219,2,8,2019,,,,50,,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,080219_1,2,8,2019,1,1,,60,,1,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,80719,7,8,2019,,,,40,,7,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,80919,9,8,2019,,,,45,,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,81319,13,8,2019,,,,2,,7,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,81819,18,8,2019,2,,,5,,27,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,82019,20,8,2019,,,,40,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,82119,21,8,2019,,,,,2,29,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,082119_1,21,8,2019,,,,,2,50,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,83019,30,8,2019,30,,,,,,,,14,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,90919,9,9,2019,25,,,20,,20,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,91119,11,9,2019,,,,17,1,45,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,091119_1,11,9,2019,7,,,31,,14,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,091119_2,11,9,2019,3,1,,40,,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,91219,12,9,2019,4,,,18,1,13,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,91319,13,9,2019,7,,,33,,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,91419,14,9,2019,10,,,10,,20,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,91519,15,9,2019,2,,,3,,21,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,091519_1,15,9,2019,2,1,1,6,1,14,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,091519_2,15,9,2019,27,,,,,9,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,91619,16,9,2019,10,,,25,5,6,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,92419,24,9,2019,6,,,50,7,4,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,92519,25,9,2019,,,3,45,,14,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,92619,26,9,2019,,,1,1,,28,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,92819,28,9,2019,9,,,4,,2,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,93019,30,9,2019,,,,,1,9,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,101319,13,10,2019,3,,,40,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,101319_1,13,10,2019,5,,,45,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,101319_2,13,10,2019,10,,,20,3,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,101419,14,10,2019,6,,,30,,6,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,101519,15,10,2019,,,,45,1,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,101519_1,15,10,2019,4,,,5,,20,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,102219,22,10,2019,,,,8,,18,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,102719,27,10,2019,,,,,1,13,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,102719_1,27,10,2019,4,,,5,,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,102719_2,27,10,2019,,,,,8,9,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,102919,29,10,2019,1,,,,,19,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,102919_1,29,10,2019,5,,,25,,13,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,103019,30,10,2019,6,,,,3,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,110519,5,11,2019,5,,,2,,20,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,110719,7,11,2019,,,,50,,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,111019,10,11,2019,1,,,1,,18,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,111019_1,10,11,2019,5,,,45,,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,112319,23,11,2019,,,1,,,22,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,112319_1,23,11,2019,2,,,5,,21,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,112719,27,11,2019,,,,,1,19,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,11020,10,1,2020,,,,,1,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,22320,23,2,2020,,,,,1,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,31220,12,3,2020,,,,,1,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,51020,10,5,2020,5,,,,,17,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051020_1,10,5,2020,3,,,,,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051020_2,10,5,2020,1,,,,,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,51420,14,5,2020,1,,,,,9,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051420_1,14,5,2020,1,,,,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051420_2,14,5,2020,6,,,11,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,51620,16,5,2020,1,,,,,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051620_1,16,5,2020,,,,30,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051620_2,16,5,2020,1,,,,,17,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051620_3,16,5,2020,1,,,,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051620_4,16,5,2020,1,,,,,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051620_5,16,5,2020,4,,,,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,51720,17,5,2020,2,,,,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051720_1,17,5,2020,3,,,,,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051720_2,17,5,2020,1,,,,,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,051720_3,17,5,2020,2,,,,,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52320,23,5,2020,35,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052320_1,23,5,2020,27,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052320_2,23,5,2020,25,,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052320_3,23,5,2020,2,,,,,3,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052320_4,23,5,2020,1,,,,1,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052320_5,23,5,2020,1,,,,,14,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052320_6,23,5,2020,4,,,,,7,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052320_7,23,5,2020,12,,,,,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052320_8,23,5,2020,2,,,,,4,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52420,24,5,2020,20,,,,,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052420_1,24,5,2020,40,,,,,3,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052420_2,24,5,2020,3,,,,,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052420_3,24,5,2020,1,,,,,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052420_4,24,5,2020,4,,,,,20,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052420_5,24,5,2020,7,2,,,,11,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052420_6,24,5,2020,30,1,1,,,6,1,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052420_7,24,5,2020,33,,,,,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52520,25,5,2020,1,,,,,6,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052520_1,25,5,2020,3,,,,,2,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052520_2,25,5,2020,1,,,,,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52620,26,5,2020,1,1,,,,6,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052620_1,26,5,2020,1,,,,,9,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052620_2,26,5,2020,2,,,1,,3,,,,,,,,1,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52720,27,5,2020,,1,,,,7,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052720_1,27,5,2020,6,,,,,4,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52820,28,5,2020,11,,,,,9,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052820_1,28,5,2020,11,,,,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052820_2,28,5,2020,1,,,,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,52920,29,5,2020,1,,,,,7,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052920_1,29,5,2020,1,,,,,19,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,052920_2,29,5,2020,,,1,,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,53020,30,5,2020,1,,,,,16,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,053020_1,30,5,2020,1,,,,,16,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,60520,5,6,2020,10,,,10,,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,60820,8,6,2020,1,,,,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,060820_1,8,6,2020,1,,,,,10,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,060820_2,8,6,2020,1,,,,,7,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,060920_1,9,6,2020,8,1,,,,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,61020,10,6,2020,,,2,,,4,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,61120,11,6,2020,,,1,,,19,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,62120,21,6,2020,,2,,26,,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062120_1,21,6,2020,4,,,44,,11,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062120_2,21,6,2020,1,,,,,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,62220,22,6,2020,1,,,,1,4,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062220_1,22,6,2020,1,,1,,,14,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062220_2,22,6,2020,,,,,1,13,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,62320,23,6,2020,1,,,,,17,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062320_1,23,6,2020,1,,,,,19,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062320_2,23,6,2020,1,,,,,13,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,62620,26,6,2020,1,,1,,,12,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062620_1,26,6,2020,2,,,,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,62720,27,6,2020,1,1,,,,13,,,3,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,062720_1,27,6,2020,,1,,,,8,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,63020,30,6,2020,,1,,,,16,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,063020_1,30,6,2020,,1,,,,15,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,063020_2,30,6,2020,1,,,,,5,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,070320_1,3,7,2020,,,,,1,1,,,19,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,70420,4,7,2020,,,,19,,7,,,6,,,,2,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,070420_1,4,7,2020,,1,,1,,1,,,21,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,70620,6,7,2020,,,,42,,1,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,070620_1,6,7,2020,1,,,27,,1,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,070620_2,6,7,2020,3,,,25,1,,,,2,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,070620_3,6,7,2020,,,,36,1,,,,,,,,,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,070620_4,6,7,2020,,,,12,,,,,2,,,,3,,,,,,,,,
North Carolina,Oregon Inlet Fishing Center,,Layout,070620_5,6,7,2020,3,,,30,,2,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,31819,18,3,2019,,,,1,,12,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,40719,19,4,2019,,,,1,,7,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,041119_2,11,4,2019,,1,2,,,14,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,41119,11,4,2019,1,,,,,9,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,41419,14,4,2019,3,,,,,6,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,41619,16,4,2019,,,1,,,20,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,041719_1,17,4,2019,3,,,,,1,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,41719,17,4,2019,1,,,,,9,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,42119,21,4,2019,,,,1,,14,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,42219,22,4,2019,6,,,,,15,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,042319_2,23,4,2019,4,,,,,10,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,42319,23,4,2019,,,,1,,17,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,42419,24,4,2019,,,,10,,2,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,042519_2,25,4,2019,,2,,14,,,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,42519,25,4,2019,,,,4,,6,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,042619_2,26,4,2019,,,1,7,,5,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,42619,26,4,2019,4,,,17,,1,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,42719,27,4,2019,1,,,4,1,8,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,42819,28,4,2019,2,,,,,11,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,43019,30,4,2019,,,,,1,3,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,050219_3,2,5,2019,15,,,4,,,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,050219_2,2,5,2019,,,2,,1,1,,,,,,,,,,,,,,,,
North Carolina,Pirate's Cove Marina,,Layout,50219,2,5,2019,5,,,,,,,,11,,,,,,,,,,,,,
